image,digital annotation,handwritten annotation,forged,forgery annotations,format,mode,bytes,width,height,horizontal_resolution,vertical_resolution,bit_depth,aspect_ratio,has_alpha,exif_orientation,blur_laplacian_var,brightness_mean,contrast_std,brightness_min,brightness_max
X51005442334.png,False,True,False,0,PNG,L,79511,1080,1512,,,8,0.7142857142857143,False,,17250.921875,252.7233123779297,20.420989990234375,0.0,255.0
X51005442338.png,False,True,False,0,PNG,L,107032,1080,1527,,,8,0.7072691552062869,False,,32626.587890625,252.34849548339844,22.973234176635742,0.0,255.0
X51005442341.png,False,True,False,0,PNG,L,42074,1080,1527,,,8,0.7072691552062869,False,,9132.7255859375,253.8367462158203,15.67825984954834,0.0,255.0
X51005442343.png,False,True,False,0,PNG,L,103240,1080,1527,,,8,0.7072691552062869,False,,31863.35546875,251.98129272460938,24.786340713500977,0.0,255.0
X51005442346.png,False,True,False,0,PNG,L,111203,1080,1527,,,8,0.7072691552062869,False,,33738.4140625,251.21905517578125,27.944889068603516,0.0,255.0
X51005442375.png,False,True,False,0,PNG,L,77660,1080,1528,,,8,0.7068062827225131,False,,20183.400390625,252.78591918945312,20.800668716430664,0.0,255.0
X51005442378.png,False,True,False,0,PNG,L,263384,1080,1528,,,8,0.7068062827225131,False,,41144.59765625,244.90916442871094,38.568572998046875,0.0,255.0
X51005442379.png,False,True,True,"{'filename': 'X51005442379.png', 'size': 1656701, 'regions': [{'shape_attributes': {'name': 'rect', 'x': 531, 'y': 337, 'width': 10, 'height': 13}, 'region_attributes': {'Modified area': {'CPI': True}, 'Entity type': 'Metadata', 'Original area': 'no'}}, {'shape_attributes': {'name': 'rect', 'x': 550, 'y': 338, 'width': 7, 'height': 12}, 'region_attributes': {'Modified area': {'None': True}, 'Entity type': 'Metadata', 'Original area': 'yes'}}], 'file_attributes': {'Software used': 'gimp'}}",PNG,L,1656701,1080,1528,72.009,72.009,8,0.7068062827225131,False,,20876.796875,252.726318359375,21.156618118286133,0.0,255.0
X51005442383.png,False,True,False,0,PNG,L,111046,1080,1528,,,8,0.7068062827225131,False,,24231.94140625,250.13330078125,31.816129684448242,0.0,255.0
X51005442384.png,False,True,False,0,PNG,L,78914,1080,1528,,,8,0.7068062827225131,False,,19412.646484375,252.83314514160156,20.466394424438477,0.0,255.0
X51005442388.png,False,True,False,0,PNG,L,62753,1080,1528,,,8,0.7068062827225131,False,,12614.080078125,253.46701049804688,17.180112838745117,0.0,255.0
X51005442394.png,False,True,False,0,PNG,L,76070,1080,1527,,,8,0.7072691552062869,False,,23110.501953125,252.9509735107422,20.556806564331055,0.0,255.0
X51005444033.png,False,False,False,0,PNG,L,295602,789,1772,,,8,0.4452595936794582,False,,6785.86962890625,235.97291564941406,48.58032989501953,36.0,255.0
X51005444044.png,False,False,False,0,PNG,L,151812,751,1278,,,8,0.5876369327073553,False,,2299.5869140625,247.7011260986328,23.313112258911133,86.0,255.0
X51005444045.png,False,False,False,0,PNG,L,214040,753,1305,,,8,0.5770114942528736,False,,3343.818359375,243.66146850585938,28.110225677490234,56.0,255.0
X51005447832.png,False,False,False,0,PNG,L,215242,664,1664,,,8,0.39903846153846156,False,,4553.1572265625,242.68995666503906,35.09185028076172,0.0,255.0
X51005447833.png,False,False,True,"{'filename': 'X51005447833.png', 'size': 376134, 'regions': [{'shape_attributes': {'name': 'rect', 'x': 364, 'y': 1003, 'width': 46, 'height': 36}, 'region_attributes': {'Modified area': {'CPI': True}, 'Entity type': 'Other', 'Original area': 'no'}}], 'file_attributes': {'Software used': 'paint'}}",PNG,RGBA,376134,668,1598,96.012,96.012,32,0.41802252816020025,True,,5335.03076171875,240.75653076171875,38.107025146484375,0.0,255.0
X51005447840.png,False,False,True,"{'filename': 'X51005447840.png', 'size': 743919, 'regions': [{'shape_attributes': {'name': 'rect', 'x': 273, 'y': 581, 'width': 50, 'height': 38}, 'region_attributes': {'Modified area': {'CPI': True}, 'Entity type': 'Metadata', 'Original area': 'no'}}], 'file_attributes': {'Software used': 'paint'}}",PNG,RGBA,743919,932,2160,96.012,96.012,32,0.43148148148148147,True,,5145.67529296875,237.4801788330078,43.774169921875,0.0,255.0
X51005447850.png,False,False,True,"{'filename': 'X51005447850.png', 'size': 581440, 'regions': [{'shape_attributes': {'name': 'rect', 'x': 370, 'y': 584, 'width': 37, 'height': 35}, 'region_attributes': {'Modified area': {'CPI': True}, 'Entity type': 'Metadata', 'Original area': 'no'}}, {'shape_attributes': {'name': 'rect', 'x': 507, 'y': 580, 'width': 42, 'height': 45}, 'region_attributes': {'Modified area': {'CPI': True}, 'Entity type': 'Metadata', 'Original area': 'no'}}], 'file_attributes': {'Software used': 'paint'}}",PNG,RGBA,581440,932,1771,96.012,96.012,32,0.5262563523433089,True,,4467.02783203125,238.07261657714844,43.06523513793945,0.0,255.0
X51005447859.png,False,False,False,0,PNG,L,335985,932,1773,,,8,0.5256627185561196,False,,7166.15966796875,236.64109802246094,42.457576751708984,0.0,255.0
X51005447861.png,False,False,True,"{'filename': 'X51005447861.png', 'size': 1074330, 'regions': [{'shape_attributes': {'name': 'rect', 'x': 429, 'y': 881, 'width': 54, 'height': 35}, 'region_attributes': {'Modified area': {'CPI': True}, 'Entity type': 'Other', 'Original area': 'no'}}, {'shape_attributes': {'name': 'rect', 'x': 427, 'y': 826, 'width': 52, 'height': 39}, 'region_attributes': {'Modified area': {'None': True}, 'Entity type': 'Other', 'Original area': 'yes'}}], 'file_attributes': {'Software used': 'paint'}}",PNG,RGBA,1074330,932,2683,119.9896,119.9896,32,0.34737234439060755,True,,5216.00439453125,233.304931640625,46.0781364440918,0.0,255.0
X51005453801.png,True,False,False,0,PNG,RGB,305080,583,1303,,,24,0.4474290099769762,False,,3288.080322265625,251.37411499023438,14.564886093139648,0.0,255.0
X51005453802.png,True,True,False,0,PNG,RGB,352030,615,931,,,24,0.6605800214822771,False,,12165.8818359375,244.59310913085938,33.38296890258789,0.0,255.0
X51005453804.png,True,True,False,0,PNG,RGB,294131,619,875,,,24,0.7074285714285714,False,,11233.6201171875,246.3649444580078,30.500761032104492,0.0,255.0
X51005568827.png,False,False,False,0,PNG,L,408986,944,2439,,,8,0.38704387043870436,False,,11066.974609375,235.79367065429688,46.399024963378906,0.0,255.0
X51005568855.png,False,False,True,"{'filename': 'X51005568855.png', 'size': 1435625, 'regions': [{'shape_attributes': {'name': 'rect', 'x': 699, 'y': 2596, 'width': 24, 'height': 38}, 'region_attributes': {'Modified area': {'CPI': True}, 'Entity type': 'Total/payment', 'Original area': 'no'}}, {'shape_attributes': {'name': 'rect', 'x': 784, 'y': 2695, 'width': 24, 'height': 36}, 'region_attributes': {'Modified area': {'CPI': True}, 'Entity type': 'Total/payment', 'Original area': 'no'}}, {'shape_attributes': {'name': 'rect', 'x': 701, 'y': 2549, 'width': 20, 'height': 35}, 'region_attributes': {'Modified area': {'CPI': True}, 'Entity type': 'Total/payment', 'Original area': 'no'}}], 'file_attributes': {'Software used': 'paint'}}",PNG,RGBA,1435625,936,3521,96.012,96.012,32,0.2658335700085203,True,,10150.955078125,226.5880889892578,64.31207275390625,0.0,255.0
X51005568880.png,False,False,False,0,PNG,L,434853,932,2220,,,8,0.4198198198198198,False,,4250.0751953125,237.20382690429688,34.40913772583008,0.0,255.0
X51005568881.png,False,False,True,"{'filename': 'X51005568881.png', 'size': 781845, 'regions': [{'shape_attributes': {'name': 'rect', 'x': 87, 'y': 882, 'width': 26, 'height': 36}, 'region_attributes': {'Modified area': {'CPI': True}, 'Entity type': 'Product', 'Original area': 'no'}}, {'shape_attributes': {'name': 'rect', 'x': 419, 'y': 648, 'width': 25, 'height': 37}, 'region_attributes': {'Modified area': {'None': True}, 'Original area': 'yes', 'Entity type': 'Metadata'}}, {'shape_attributes': {'name': 'rect', 'x': 131, 'y': 926, 'width': 23, 'height': 28}, 'region_attributes': {'Modified area': {'CPI': True}, 'Entity type': 'Product', 'Original area': 'no'}}, {'shape_attributes': {'name': 'rect', 'x': 247, 'y': 975, 'width': 22, 'height': 28}, 'region_attributes': {'Modified area': {'None': True}, 'Original area': 'yes', 'Entity type': 'Total/payment'}}], 'file_attributes': {'Software used': 'paint3d'}}",PNG,RGB,781845,884,1678,95.9866,95.9866,24,0.5268176400476758,False,,2219.67236328125,222.62083435058594,34.590980529785156,0.0,255.0
X51005568885.png,False,False,True,"{'filename': 'X51005568885.png', 'size': 342313, 'regions': [{'shape_attributes': {'name': 'rect', 'x': 769, 'y': 1169, 'width': 30, 'height': 47}, 'region_attributes': {'Modified area': {'None': True}, 'Entity type': 'Total/payment', 'Original area': 'yes'}}, {'shape_attributes': {'name': 'rect', 'x': 695, 'y': 1167, 'width': 29, 'height': 46}, 'region_attributes': {'Modified area': {'CUT': True, 'CPI': True}, 'Entity type': 'Total/payment', 'Original area': 'no'}}, {'shape_attributes': {'name': 'rect', 'x': 667, 'y': 1167, 'width': 25, 'height': 46}, 'region_attributes': {'Modified area': {'None': True}, 'Entity type': 'Total/payment', 'Original area': 'yes'}}, {'shape_attributes': {'name': 'rect', 'x': 695, 'y': 1247, 'width': 33, 'height': 45}, 'region_attributes': {'Modified area': {'CUT': True, 'CPI': True}, 'Entity type': 'Total/payment', 'Original area': 'no'}}, {'shape_attributes': {'name': 'rect', 'x': 691, 'y': 1324, 'width': 33, 'height': 45}, 'region_attributes': {'Modified area': {'CUT': True, 'CPI': True}, 'Entity type': 'Total/payment', 'Original area': 'no'}}], 'file_attributes': {'Software used': 'gimp'}}",PNG,LA,342313,884,1904,72.009,72.009,16,0.4642857142857143,True,,4221.5771484375,241.16246032714844,37.27520751953125,0.0,255.0
X51005568887.png,False,False,False,0,PNG,L,299564,888,1620,,,8,0.5481481481481482,False,,11696.181640625,229.7632293701172,55.20935821533203,0.0,255.0
X51005568889.png,False,False,True,"{'filename': 'X51005568889.png', 'size': 559828, 'regions': [{'shape_attributes': {'name': 'rect', 'x': 651, 'y': 831, 'width': 21, 'height': 28}, 'region_attributes': {'Modified area': {'IMI': True}, 'Entity type': 'Product', 'Original area': 'no'}}, {'shape_attributes': {'name': 'rect', 'x': 622, 'y': 1096, 'width': 30, 'height': 34}, 'region_attributes': {'Modified area': {'IMI': True}, 'Entity type': 'Total/payment', 'Original area': 'no'}}, {'shape_attributes': {'name': 'rect', 'x': 625, 'y': 1158, 'width': 29, 'height': 40}, 'region_attributes': {'Modified area': {'IMI': True}, 'Entity type': 'Total/payment', 'Original area': 'no'}}, {'shape_attributes': {'name': 'rect', 'x': 682, 'y': 1344, 'width': 29, 'height': 36}, 'region_attributes': {'Modified area': {'IMI': True}, 'Entity type': 'Total/payment', 'Original area': 'no'}}, {'shape_attributes': {'name': 'rect', 'x': 687, 'y': 1401, 'width': 28, 'height': 32}, 'region_attributes': {'Modified area': {'IMI': True}, 'Entity type': 'Total/payment', 'Original area': 'no'}}, {'shape_attributes': {'name': 'rect', 'x': 653, 'y': 917, 'width': 21, 'height': 32}, 'region_attributes': {'Modified area': {'CPI': False, 'IMI': True}, 'Entity type': 'Total/payment', 'Original area': 'no'}}], 'file_attributes': {'Software used': 'paint'}}",PNG,RGBA,559828,888,1621,119.9896,119.9896,32,0.5478099938309685,True,,4367.06298828125,234.4629669189453,47.24717712402344,0.0,255.0
X51005568892.png,False,False,False,0,PNG,L,254403,888,1900,,,8,0.4673684210526316,False,,5387.8173828125,242.35218811035156,32.99555587768555,0.0,255.0
X51005568894.png,False,False,False,0,PNG,L,434719,936,2915,,,8,0.3210977701543739,False,,6564.40869140625,241.66392517089844,39.2628173828125,0.0,255.0
X51005568895.png,False,False,False,0,PNG,L,463094,932,2695,,,8,0.3458256029684601,False,,4423.8955078125,239.09384155273438,36.0297737121582,0.0,255.0
X51005568898.png,False,False,False,0,PNG,L,574491,936,2785,,,8,0.33608617594254936,False,,3104.934814453125,224.82171630859375,35.02305603027344,0.0,255.0
X51005568900.png,False,False,False,0,PNG,L,399833,936,1681,,,8,0.5568114217727543,False,,4193.06494140625,233.27093505859375,32.64205551147461,0.0,255.0
X51005568913.png,False,False,False,0,PNG,L,430280,932,2168,,,8,0.42988929889298894,False,,4233.96630859375,232.072998046875,37.34040069580078,0.0,255.0
X51005587254.png,False,True,True,"{'filename': 'X51005587254.png', 'size': 8726497, 'regions': [{'shape_attributes': {'name': 'rect', 'x': 239, 'y': 1395, 'width': 265, 'height': 277}, 'region_attributes': {'Modified area': {'PIX': True}, 'Entity type': 'Other', 'Original area': 'no'}}], 'file_attributes': {'Software used': 'gimp'}}",PNG,RGBA,8726497,963,2260,72.009,72.009,32,0.4261061946902655,True,,25937.306640625,191.0145263671875,44.8626594543457,0.0,255.0
